namespace	id	display_name	rarity	max_stack
minecraft	light_blue_wool	Light Blue Wool	COMMON	128
minecraft	yellow_wool	Yellow Wool	COMMON	128
minecraft	lime_wool	Lime Wool	COMMON	128
minecraft	pink_wool	Pink Wool	COMMON	128
minecraft	gray_wool	Gray Wool	COMMON	128
minecraft	light_gray_wool	Light Gray Wool	COMMON	128
minecraft	cyan_wool	Cyan Wool	COMMON	128
minecraft	purple_wool	Purple Wool	COMMON	128
minecraft	blue_wool	Blue Wool	COMMON	128
minecraft	brown_wool	Brown Wool	COMMON	128
minecraft	green_wool	Green Wool	COMMON	128
minecraft	red_wool	Red Wool	COMMON	128
minecraft	black_wool	Black Wool	COMMON	128
minecraft	dandelion	Dandelion	COMMON	128
minecraft	poppy	Poppy	COMMON	128
minecraft	blue_orchid	Blue Orchid	COMMON	128
minecraft	allium	Allium	COMMON	128
minecraft	azure_bluet	Azure Bluet	COMMON	128
minecraft	red_tulip	Red Tulip	COMMON	128
minecraft	orange_tulip	Orange Tulip	COMMON	128
minecraft	white_tulip	White Tulip	COMMON	128
minecraft	pink_tulip	Pink Tulip	COMMON	128
minecraft	oxeye_daisy	Oxeye Daisy	COMMON	128
minecraft	cornflower	Cornflower	COMMON	128
minecraft	lily_of_the_valley	Lily of the Valley	COMMON	128
minecraft	wither_rose	Wither Rose	COMMON	128
minecraft	torchflower	Torchflower	COMMON	128
minecraft	pitcher_plant	Pitcher Plant	COMMON	128
minecraft	spore_blossom	Spore Blossom	COMMON	128
minecraft	brown_mushroom	Brown Mushroom	COMMON	128
minecraft	red_mushroom	Red Mushroom	COMMON	128
minecraft	crimson_fungus	Crimson Fungus	COMMON	128
minecraft	warped_fungus	Warped Fungus	COMMON	128
minecraft	crimson_roots	Crimson Roots	COMMON	128
minecraft	warped_roots	Warped Roots	COMMON	128
minecraft	nether_sprouts	Nether Sprouts	COMMON	128
minecraft	weeping_vines	Weeping Vines	COMMON	128
minecraft	twisting_vines	Twisting Vines	COMMON	128
minecraft	sugar_cane	Sugar Cane	COMMON	128
minecraft	kelp	Kelp	COMMON	128
minecraft	moss_carpet	Moss Carpet	COMMON	128
minecraft	pink_petals	Pink Petals	COMMON	128
minecraft	moss_block	Moss Block	COMMON	128
minecraft	hanging_roots	Hanging Roots	COMMON	128
minecraft	big_dripleaf	Big Dripleaf	COMMON	128
minecraft	small_dripleaf	Small Dripleaf	COMMON	128
minecraft	bamboo	Bamboo	COMMON	128
minecraft	oak_slab	Oak Slab	COMMON	128
minecraft	spruce_slab	Spruce Slab	COMMON	128
minecraft	birch_slab	Birch Slab	COMMON	128
minecraft	jungle_slab	Jungle Slab	COMMON	128
minecraft	acacia_slab	Acacia Slab	COMMON	128
minecraft	cherry_slab	Cherry Slab	COMMON	128
minecraft	dark_oak_slab	Dark Oak Slab	COMMON	128
minecraft	mangrove_slab	Mangrove Slab	COMMON	128
minecraft	bamboo_slab	Bamboo Slab	COMMON	128
minecraft	bamboo_mosaic_slab	Bamboo Mosaic Slab	COMMON	128
minecraft	crimson_slab	Crimson Slab	COMMON	128
minecraft	warped_slab	Warped Slab	COMMON	128
minecraft	stone_slab	Stone Slab	COMMON	128
minecraft	smooth_stone_slab	Smooth Stone Slab	COMMON	128
minecraft	sandstone_slab	Sandstone Slab	COMMON	128
minecraft	cut_sandstone_slab	Cut Sandstone Slab	COMMON	128
minecraft	petrified_oak_slab	Petrified Oak Slab	COMMON	128
minecraft	cobblestone_slab	Cobblestone Slab	COMMON	128
minecraft	brick_slab	Brick Slab	COMMON	128
minecraft	stone_brick_slab	Stone Brick Slab	COMMON	128
minecraft	mud_brick_slab	Mud Brick Slab	COMMON	128
minecraft	nether_brick_slab	Nether Brick Slab	COMMON	128
minecraft	quartz_slab	Quartz Slab	COMMON	128
minecraft	red_sandstone_slab	Red Sandstone Slab	COMMON	128
minecraft	cut_red_sandstone_slab	Cut Red Sandstone Slab	COMMON	128
minecraft	purpur_slab	Purpur Slab	COMMON	128
minecraft	prismarine_slab	Prismarine Slab	COMMON	128
minecraft	prismarine_brick_slab	Prismarine Brick Slab	COMMON	128
minecraft	dark_prismarine_slab	Dark Prismarine Slab	COMMON	128
minecraft	smooth_quartz	Smooth Quartz Block	COMMON	128
minecraft	smooth_red_sandstone	Smooth Red Sandstone	COMMON	128
minecraft	smooth_sandstone	Smooth Sandstone	COMMON	128
minecraft	smooth_stone	Smooth Stone	COMMON	128
minecraft	bricks	Bricks	COMMON	128
minecraft	bookshelf	Oak Bookshelf	COMMON	128
minecraft	chiseled_bookshelf	Chiseled Bookshelf	COMMON	128
minecraft	decorated_pot	Decorated Pot	COMMON	1
minecraft	mossy_cobblestone	Mossy Cobblestone	COMMON	128
minecraft	obsidian	Obsidian	COMMON	128
minecraft	torch	Torch	COMMON	128
minecraft	end_rod	End Rod	COMMON	128
minecraft	chorus_plant	Chorus Plant	COMMON	128
minecraft	chorus_flower	Chorus Flower	COMMON	128
minecraft	purpur_block	Purpur Block	COMMON	128
minecraft	purpur_pillar	Purpur Pillar	COMMON	128
minecraft	purpur_stairs	Purpur Stairs	COMMON	128
minecraft	spawner	Monster Spawner	COMMON	128
minecraft	chest	Chest	COMMON	128
minecraft	crafting_table	Crafting Table	COMMON	128
minecraft	farmland	Farmland	COMMON	128
minecraft	furnace	Furnace	COMMON	128
minecraft	ladder	Oak Ladder	COMMON	128
minecraft	cobblestone_stairs	Cobblestone Stairs	COMMON	128
minecraft	snow	Snow	COMMON	128
minecraft	ice	Ice	COMMON	128
minecraft	snow_block	Snow Block	COMMON	128
minecraft	cactus	Cactus	COMMON	128
minecraft	clay	Clay	COMMON	128
minecraft	jukebox	Jukebox	COMMON	128
minecraft	oak_fence	Oak Fence	COMMON	128
minecraft	spruce_fence	Spruce Fence	COMMON	128
minecraft	birch_fence	Birch Fence	COMMON	128
minecraft	jungle_fence	Jungle Fence	COMMON	128
minecraft	acacia_fence	Acacia Fence	COMMON	128
minecraft	cherry_fence	Cherry Fence	COMMON	128
minecraft	dark_oak_fence	Dark Oak Fence	COMMON	128
minecraft	mangrove_fence	Mangrove Fence	COMMON	128
minecraft	bamboo_fence	Bamboo Fence	COMMON	128
minecraft	crimson_fence	Crimson Fence	COMMON	128
minecraft	warped_fence	Warped Fence	COMMON	128
minecraft	pumpkin	Pumpkin	COMMON	128
minecraft	carved_pumpkin	Carved Pumpkin	COMMON	128
minecraft	jack_o_lantern	Jack o'Lantern	COMMON	128
minecraft	netherrack	Netherrack	COMMON	128
minecraft	soul_sand	Soul Sand	COMMON	128
minecraft	soul_soil	Soul Soil	COMMON	128
minecraft	basalt	Basalt	COMMON	128
minecraft	polished_basalt	Polished Basalt	COMMON	128
minecraft	smooth_basalt	Smooth Basalt	COMMON	128
minecraft	soul_torch	Soul Torch	COMMON	128
minecraft	glowstone	Glowstone	COMMON	128
minecraft	infested_stone	Infested Stone	COMMON	128
minecraft	infested_cobblestone	Infested Cobblestone	COMMON	128
minecraft	infested_stone_bricks	Infested Stone Bricks	COMMON	128
minecraft	infested_mossy_stone_bricks	Infested Mossy Stone Bricks	COMMON	128
minecraft	infested_cracked_stone_bricks	Infested Cracked Stone Bricks	COMMON	128
minecraft	infested_chiseled_stone_bricks	Infested Chiseled Stone Bricks	COMMON	128
minecraft	infested_deepslate	Infested Deepslate	COMMON	128
minecraft	stone_bricks	Stone Bricks	COMMON	128
minecraft	mossy_stone_bricks	Mossy Stone Bricks	COMMON	128
minecraft	cracked_stone_bricks	Cracked Stone Bricks	COMMON	128
minecraft	chiseled_stone_bricks	Chiseled Stone Bricks	COMMON	128
minecraft	packed_mud	Packed Mud	COMMON	128
minecraft	mud_bricks	Mud Bricks	COMMON	128
minecraft	deepslate_bricks	Deepslate Bricks	COMMON	128
minecraft	cracked_deepslate_bricks	Cracked Deepslate Bricks	COMMON	128
minecraft	deepslate_tiles	Deepslate Tiles	COMMON	128
minecraft	cracked_deepslate_tiles	Cracked Deepslate Tiles	COMMON	128
minecraft	chiseled_deepslate	Chiseled Deepslate	COMMON	128
minecraft	reinforced_deepslate	Reinforced Deepslate	COMMON	128
minecraft	brown_mushroom_block	Brown Mushroom Block	COMMON	128
minecraft	red_mushroom_block	Red Mushroom Block	COMMON	128
minecraft	mushroom_stem	Mushroom Stem	COMMON	128
minecraft	iron_bars	Iron Bars	COMMON	128
minecraft	chain	Chain	COMMON	128
minecraft	glass_pane	Glass Pane	COMMON	128
minecraft	melon	Melon	COMMON	128
minecraft	vine	Vines	COMMON	128
minecraft	glow_lichen	Glow Lichen	COMMON	128
minecraft	brick_stairs	Brick Stairs	COMMON	128
minecraft	stone_brick_stairs	Stone Brick Stairs	COMMON	128
minecraft	mud_brick_stairs	Mud Brick Stairs	COMMON	128
minecraft	mycelium	Mycelium	COMMON	128
minecraft	lily_pad	Lily Pad	COMMON	128
minecraft	nether_bricks	Nether Bricks	COMMON	128
minecraft	cracked_nether_bricks	Cracked Nether Bricks	COMMON	128
minecraft	chiseled_nether_bricks	Chiseled Nether Bricks	COMMON	128
minecraft	nether_brick_fence	Nether Brick Fence	COMMON	128
minecraft	nether_brick_stairs	Nether Brick Stairs	COMMON	128
minecraft	sculk	Sculk	COMMON	128
minecraft	sculk_vein	Sculk Vein	COMMON	128
minecraft	sculk_catalyst	Sculk Catalyst	COMMON	128
minecraft	sculk_shrieker	Sculk Shrieker	COMMON	128
minecraft	enchanting_table	Enchanting Table	COMMON	128
minecraft	end_portal_frame	End Portal Frame	COMMON	128
minecraft	end_stone	End Stone	COMMON	128
minecraft	end_stone_bricks	End Stone Bricks	COMMON	128
minecraft	dragon_egg	Dragon Egg	EPIC	128
minecraft	sandstone_stairs	Sandstone Stairs	COMMON	128
minecraft	ender_chest	Ender Chest	COMMON	128
minecraft	emerald_block	Block of Emerald	COMMON	128
minecraft	oak_stairs	Oak Stairs	COMMON	128
minecraft	spruce_stairs	Spruce Stairs	COMMON	128
minecraft	birch_stairs	Birch Stairs	COMMON	128
minecraft	jungle_stairs	Jungle Stairs	COMMON	128
minecraft	acacia_stairs	Acacia Stairs	COMMON	128
minecraft	cherry_stairs	Cherry Stairs	COMMON	128
minecraft	dark_oak_stairs	Dark Oak Stairs	COMMON	128
minecraft	mangrove_stairs	Mangrove Stairs	COMMON	128
minecraft	bamboo_stairs	Bamboo Stairs	COMMON	128
minecraft	bamboo_mosaic_stairs	Bamboo Mosaic Stairs	COMMON	128
minecraft	crimson_stairs	Crimson Stairs	COMMON	128
minecraft	warped_stairs	Warped Stairs	COMMON	128
minecraft	command_block	Command Block	EPIC	128
minecraft	beacon	Beacon	RARE	128
minecraft	cobblestone_wall	Cobblestone Wall	COMMON	128
minecraft	mossy_cobblestone_wall	Mossy Cobblestone Wall	COMMON	128
minecraft	brick_wall	Brick Wall	COMMON	128
minecraft	prismarine_wall	Prismarine Wall	COMMON	128
minecraft	red_sandstone_wall	Red Sandstone Wall	COMMON	128
minecraft	mossy_stone_brick_wall	Mossy Stone Brick Wall	COMMON	128
minecraft	granite_wall	Granite Wall	COMMON	128
minecraft	stone_brick_wall	Stone Brick Wall	COMMON	128
minecraft	mud_brick_wall	Mud Brick Wall	COMMON	128
minecraft	nether_brick_wall	Nether Brick Wall	COMMON	128
minecraft	andesite_wall	Andesite Wall	COMMON	128
minecraft	red_nether_brick_wall	Red Nether Brick Wall	COMMON	128
minecraft	sandstone_wall	Sandstone Wall	COMMON	128
minecraft	end_stone_brick_wall	End Stone Brick Wall	COMMON	128
minecraft	diorite_wall	Diorite Wall	COMMON	128
minecraft	blackstone_wall	Blackstone Wall	COMMON	128
minecraft	polished_blackstone_wall	Polished Blackstone Wall	COMMON	128
minecraft	polished_blackstone_brick_wall	Polished Blackstone Brick Wall	COMMON	128
minecraft	cobbled_deepslate_wall	Cobbled Deepslate Wall	COMMON	128
minecraft	polished_deepslate_wall	Polished Deepslate Wall	COMMON	128
minecraft	deepslate_brick_wall	Deepslate Brick Wall	COMMON	128
minecraft	deepslate_tile_wall	Deepslate Tile Wall	COMMON	128
minecraft	anvil	Anvil	COMMON	128
minecraft	chipped_anvil	Chipped Anvil	COMMON	128
minecraft	damaged_anvil	Damaged Anvil	COMMON	128
minecraft	chiseled_quartz_block	Chiseled Quartz Block	COMMON	128
minecraft	quartz_block	Block of Quartz	COMMON	128
minecraft	quartz_bricks	Quartz Bricks	COMMON	128
minecraft	quartz_pillar	Quartz Pillar	COMMON	128
minecraft	quartz_stairs	Quartz Stairs	COMMON	128
minecraft	white_terracotta	White Terracotta	COMMON	128
minecraft	orange_terracotta	Orange Terracotta	COMMON	128
minecraft	magenta_terracotta	Magenta Terracotta	COMMON	128
minecraft	light_blue_terracotta	Light Blue Terracotta	COMMON	128
minecraft	yellow_terracotta	Yellow Terracotta	COMMON	128
minecraft	lime_terracotta	Lime Terracotta	COMMON	128
minecraft	pink_terracotta	Pink Terracotta	COMMON	128
minecraft	gray_terracotta	Gray Terracotta	COMMON	128
minecraft	light_gray_terracotta	Light Gray Terracotta	COMMON	128
minecraft	cyan_terracotta	Cyan Terracotta	COMMON	128
minecraft	purple_terracotta	Purple Terracotta	COMMON	128
minecraft	blue_terracotta	Blue Terracotta	COMMON	128
minecraft	brown_terracotta	Brown Terracotta	COMMON	128
minecraft	green_terracotta	Green Terracotta	COMMON	128
minecraft	red_terracotta	Red Terracotta	COMMON	128
minecraft	black_terracotta	Black Terracotta	COMMON	128
minecraft	barrier	Barrier	EPIC	128
minecraft	light	Light	EPIC	128
minecraft	hay_block	Hay Bale	COMMON	128
minecraft	white_carpet	White Carpet	COMMON	128
minecraft	orange_carpet	Orange Carpet	COMMON	128
minecraft	magenta_carpet	Magenta Carpet	COMMON	128
minecraft	light_blue_carpet	Light Blue Carpet	COMMON	128
minecraft	yellow_carpet	Yellow Carpet	COMMON	128
minecraft	lime_carpet	Lime Carpet	COMMON	128
minecraft	pink_carpet	Pink Carpet	COMMON	128
minecraft	gray_carpet	Gray Carpet	COMMON	128
minecraft	light_gray_carpet	Light Gray Carpet	COMMON	128
minecraft	cyan_carpet	Cyan Carpet	COMMON	128
minecraft	purple_carpet	Purple Carpet	COMMON	128
minecraft	blue_carpet	Blue Carpet	COMMON	128
minecraft	brown_carpet	Brown Carpet	COMMON	128
minecraft	green_carpet	Green Carpet	COMMON	128
minecraft	red_carpet	Red Carpet	COMMON	128
minecraft	black_carpet	Black Carpet	COMMON	128
minecraft	terracotta	Terracotta	COMMON	128
minecraft	packed_ice	Packed Ice	COMMON	128
minecraft	dirt_path	Dirt Path	COMMON	128
minecraft	sunflower	Sunflower	COMMON	128
minecraft	lilac	Lilac	COMMON	128
minecraft	rose_bush	Rose Bush	COMMON	128
minecraft	peony	Peony	COMMON	128
minecraft	tall_grass	Tall Grass	COMMON	128
minecraft	large_fern	Large Fern	COMMON	128
minecraft	white_stained_glass	White Stained Glass	COMMON	128
minecraft	orange_stained_glass	Orange Stained Glass	COMMON	128
minecraft	magenta_stained_glass	Magenta Stained Glass	COMMON	128
minecraft	light_blue_stained_glass	Light Blue Stained Glass	COMMON	128
minecraft	yellow_stained_glass	Yellow Stained Glass	COMMON	128
minecraft	lime_stained_glass	Lime Stained Glass	COMMON	128
minecraft	pink_stained_glass	Pink Stained Glass	COMMON	128
minecraft	gray_stained_glass	Gray Stained Glass	COMMON	128
minecraft	light_gray_stained_glass	Light Gray Stained Glass	COMMON	128
minecraft	cyan_stained_glass	Cyan Stained Glass	COMMON	128
minecraft	purple_stained_glass	Purple Stained Glass	COMMON	128
minecraft	blue_stained_glass	Blue Stained Glass	COMMON	128
minecraft	brown_stained_glass	Brown Stained Glass	COMMON	128
minecraft	green_stained_glass	Green Stained Glass	COMMON	128
minecraft	red_stained_glass	Red Stained Glass	COMMON	128
minecraft	black_stained_glass	Black Stained Glass	COMMON	128
minecraft	white_stained_glass_pane	White Stained Glass Pane	COMMON	128
minecraft	orange_stained_glass_pane	Orange Stained Glass Pane	COMMON	128
minecraft	magenta_stained_glass_pane	Magenta Stained Glass Pane	COMMON	128
minecraft	light_blue_stained_glass_pane	Light Blue Stained Glass Pane	COMMON	128
minecraft	yellow_stained_glass_pane	Yellow Stained Glass Pane	COMMON	128
minecraft	lime_stained_glass_pane	Lime Stained Glass Pane	COMMON	128
minecraft	pink_stained_glass_pane	Pink Stained Glass Pane	COMMON	128
minecraft	gray_stained_glass_pane	Gray Stained Glass Pane	COMMON	128
minecraft	light_gray_stained_glass_pane	Light Gray Stained Glass Pane	COMMON	128
minecraft	cyan_stained_glass_pane	Cyan Stained Glass Pane	COMMON	128
minecraft	purple_stained_glass_pane	Purple Stained Glass Pane	COMMON	128
minecraft	blue_stained_glass_pane	Blue Stained Glass Pane	COMMON	128
minecraft	brown_stained_glass_pane	Brown Stained Glass Pane	COMMON	128
minecraft	green_stained_glass_pane	Green Stained Glass Pane	COMMON	128
